MapChunk(cid=0, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=8, y=8, z=8)), leaf=false)
MapChunk(cid=1, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=4, y=4, z=4)), leaf=true)
MapBlock(pos=GameBlockPos(x=1, y=6, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=6, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=0, y=7, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=1, y=7, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=6), parent=4, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=0, y=4, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=1, y=4, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=4, z=7), parent=4, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=4, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=0, y=5, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=1, y=5, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=5, z=7), parent=4, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=5, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=0, y=6, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=1, y=6, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=6, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=0, y=7, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=1, y=7, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=7), parent=4, material=815, object=-1, temp=0, lux=0, p=0)
MapChunk(cid=5, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=0), ep=GameBlockPos(x=8, y=4, z=4)), leaf=true)
MapBlock(pos=GameBlockPos(x=4, y=0, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=5, y=0, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=6, y=0, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=7, y=0, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=1, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=5, y=1, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=1, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=1, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=2, z=0), parent=5, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=2, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=2, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=3, z=0), parent=5, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=3, z=0), parent=5, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=3, z=0), parent=5, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=0, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=5, y=0, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=6, y=0, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=7, y=0, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=1, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=1, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=1, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=1, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=2, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=2, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=2, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=2, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=3, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=3, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=3, z=1), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=3, z=1), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=0, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=5, y=0, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=6, y=0, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=7, y=0, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=1, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=1, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=1, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=1, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=2, z=2), parent=5, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=2, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=2, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=3, z=2), parent=5, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=3, z=2), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=3, z=2), parent=5, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=0, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=3), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=1, z=3), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=1, z=3), parent=5, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=1, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=2, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=2, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=3), parent=5, material=888, object=-1, temp=0, lux=0, p=0)
MapChunk(cid=6, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=4), ep=GameBlockPos(x=8, y=4, z=8)), leaf=true)
MapBlock(pos=GameBlockPos(x=4, y=0, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=4), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=4), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=4), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=1, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=2, z=4), parent=6, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=4), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=2, z=4), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=4), parent=6, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=4), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=3, z=4), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=4), parent=6, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=0, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=5), parent=6, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=5), parent=6, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=5), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=1, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=2, z=5), parent=6, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=5), parent=6, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=2, z=5), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=2, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=5), parent=6, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=5), parent=6, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=5), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=3, z=5), parent=6, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=0, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=1, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=1, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=2, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=2, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=2, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=3, z=6), parent=6, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=3, z=6), parent=6, material=840, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=0, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=1, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=2, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=2, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=7), parent=6, material=815, object=-1, temp=0, lux=0, p=0)
MapChunk(cid=7, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=0), ep=GameBlockPos(x=8, y=8, z=4)), leaf=true)
MapBlock(pos=GameBlockPos(x=4, y=4, z=0), parent=7, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=4, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=4, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=5, z=0), parent=7, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=5, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=5, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=6, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=5, y=6, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=6, y=6, z=0), parent=7, material=923, object=819, temp=0, lux=0, p=100)
MapBlock(pos=GameBlockPos(x=7, y=6, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=7, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=5, y=7, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=6, y=7, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=7, y=7, z=0), parent=7, material=898, object=819, temp=0, lux=0, p=10)
MapBlock(pos=GameBlockPos(x=4, y=4, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=4, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=4, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=4, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=5, z=1), parent=7, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=5, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=5, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=6, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=6, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=6, z=1), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=6, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=7, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=5, y=7, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=6, y=7, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=7, y=7, z=1), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=4, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=4, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=4, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=4, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=5, z=2), parent=7, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=5, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=5, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=6, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=6, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=6, z=2), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=6, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=7, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=5, y=7, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=6, y=7, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=7, y=7, z=2), parent=7, material=898, object=819, temp=0, lux=0, p=11)
MapBlock(pos=GameBlockPos(x=4, y=4, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=4, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=5, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=3), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=5, y=6, z=3), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=6, z=3), parent=7, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=6, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=3), parent=7, material=888, object=-1, temp=0, lux=0, p=0)
MapChunk(cid=8, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=4), ep=GameBlockPos(x=8, y=8, z=8)), leaf=true)
MapBlock(pos=GameBlockPos(x=4, y=4, z=4), parent=8, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=4), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=4, z=4), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=4, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=4), parent=8, material=881, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=4), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=6, y=5, z=4), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=5, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=6, z=4), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=6, z=4), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=6, z=4), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=6, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=7, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=7, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=7, y=7, z=4), parent=8, material=888, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=4, y=4, z=5), parent=8, material=880, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=5), parent=8, material=827, object=-1, temp=0, lux=0, p=0)
MapBlock(pos=GameBlockPos(x=6, y=4, z=5), parent=8, material=923, object=819, temp=0, lux=0, p=101)
MapBlock(pos=GameBlockPos(x=7, y=4, z=5), parent=8, material=825, object=-1, temp=0, lux=0, p=0)
