MapChunk(cid=0, pos=GameChunkPos(super=GameBlockPos(x=0, y=0, z=0), ep=GameBlockPos(x=8, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=1, y=6, z=5), parent=31, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=0, y=7, z=5), parent=31, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=1, y=7, z=5), parent=31, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=32, pos=GameChunkPos(super=GameBlockPos(x=0, y=6, z=6), ep=GameBlockPos(x=2, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=0, y=6, z=6), parent=32, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=1, y=6, z=6), parent=32, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=0, y=7, z=6), parent=32, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=1, y=7, z=6), parent=32, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=0, y=6, z=7), parent=32, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=1, y=6, z=7), parent=32, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=0, y=7, z=7), parent=32, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=1, y=7, z=7), parent=32, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=33, pos=GameChunkPos(super=GameBlockPos(x=2, y=4, z=4), ep=GameBlockPos(x=4, y=6, z=6)))
MapBlock(pos=GameBlockPos(x=2, y=4, z=4), parent=33, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=4, z=4), parent=33, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=5, z=4), parent=33, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=3, y=5, z=4), parent=33, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=2, y=4, z=5), parent=33, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=4, z=5), parent=33, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=5, z=5), parent=33, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=5, z=5), parent=33, material=3779571220481, object=3474628542465, p=0)
MapChunk(cid=34, pos=GameChunkPos(super=GameBlockPos(x=2, y=4, z=6), ep=GameBlockPos(x=4, y=6, z=8)))
MapBlock(pos=GameBlockPos(x=2, y=4, z=6), parent=34, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=4, z=6), parent=34, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=5, z=6), parent=34, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=5, z=6), parent=34, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=4, z=7), parent=34, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=4, z=7), parent=34, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=5, z=7), parent=34, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=5, z=7), parent=34, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=35, pos=GameChunkPos(super=GameBlockPos(x=2, y=6, z=4), ep=GameBlockPos(x=4, y=8, z=6)))
MapBlock(pos=GameBlockPos(x=2, y=6, z=4), parent=35, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=4), parent=35, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=4), parent=35, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=4), parent=35, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=6, z=5), parent=35, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=5), parent=35, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=5), parent=35, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=5), parent=35, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=36, pos=GameChunkPos(super=GameBlockPos(x=2, y=6, z=6), ep=GameBlockPos(x=4, y=8, z=8)))
MapBlock(pos=GameBlockPos(x=2, y=6, z=6), parent=36, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=6), parent=36, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=6), parent=36, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=6), parent=36, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=6, z=7), parent=36, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=6, z=7), parent=36, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=2, y=7, z=7), parent=36, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=3, y=7, z=7), parent=36, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=37, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=0), ep=GameBlockPos(x=8, y=4, z=4)))
MapChunk(cid=38, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=0), ep=GameBlockPos(x=6, y=2, z=2)))
MapBlock(pos=GameBlockPos(x=4, y=0, z=0), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=0, z=0), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=1, z=0), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=1, z=0), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=0, z=1), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=0, z=1), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=1, z=1), parent=38, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=1, z=1), parent=38, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=39, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=2), ep=GameBlockPos(x=6, y=2, z=4)))
MapBlock(pos=GameBlockPos(x=4, y=0, z=2), parent=39, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=0, z=2), parent=39, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=1, z=2), parent=39, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=1, z=2), parent=39, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=0, z=3), parent=39, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=3), parent=39, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=3), parent=39, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=1, z=3), parent=39, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=40, pos=GameChunkPos(super=GameBlockPos(x=4, y=2, z=0), ep=GameBlockPos(x=6, y=4, z=2)))
MapBlock(pos=GameBlockPos(x=4, y=2, z=0), parent=40, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=0), parent=40, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=3, z=0), parent=40, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=0), parent=40, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=2, z=1), parent=40, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=2, z=1), parent=40, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=3, z=1), parent=40, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=3, z=1), parent=40, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=41, pos=GameChunkPos(super=GameBlockPos(x=4, y=2, z=2), ep=GameBlockPos(x=6, y=4, z=4)))
MapBlock(pos=GameBlockPos(x=4, y=2, z=2), parent=41, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=2), parent=41, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=3, z=2), parent=41, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=2), parent=41, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=2, z=3), parent=41, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=3), parent=41, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=3), parent=41, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=3), parent=41, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=42, pos=GameChunkPos(super=GameBlockPos(x=6, y=0, z=0), ep=GameBlockPos(x=8, y=2, z=2)))
MapBlock(pos=GameBlockPos(x=6, y=0, z=0), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=0, z=0), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=1, z=0), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=0), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=0, z=1), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=0, z=1), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=1, z=1), parent=42, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=1), parent=42, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=43, pos=GameChunkPos(super=GameBlockPos(x=6, y=0, z=2), ep=GameBlockPos(x=8, y=2, z=4)))
MapBlock(pos=GameBlockPos(x=6, y=0, z=2), parent=43, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=0, z=2), parent=43, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=1, z=2), parent=43, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=2), parent=43, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=0, z=3), parent=43, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=3), parent=43, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=3), parent=43, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=3), parent=43, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=44, pos=GameChunkPos(super=GameBlockPos(x=6, y=2, z=0), ep=GameBlockPos(x=8, y=4, z=2)))
MapBlock(pos=GameBlockPos(x=6, y=2, z=0), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=2, z=0), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=3, z=0), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=3, z=0), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=2, z=1), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=2, z=1), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=3, z=1), parent=44, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=3, z=1), parent=44, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=45, pos=GameChunkPos(super=GameBlockPos(x=6, y=2, z=2), ep=GameBlockPos(x=8, y=4, z=4)))
MapBlock(pos=GameBlockPos(x=6, y=2, z=2), parent=45, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=2, z=2), parent=45, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=3, z=2), parent=45, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=3, z=2), parent=45, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=2, z=3), parent=45, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=3), parent=45, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=3), parent=45, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=3), parent=45, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=46, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=4), ep=GameBlockPos(x=8, y=4, z=8)))
MapChunk(cid=47, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=4), ep=GameBlockPos(x=6, y=2, z=6)))
MapBlock(pos=GameBlockPos(x=4, y=0, z=4), parent=47, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=4), parent=47, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=4), parent=47, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=4), parent=47, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=0, z=5), parent=47, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=5), parent=47, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=5), parent=47, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=5), parent=47, material=3551937953793, object=3474628542465, p=0)
MapChunk(cid=48, pos=GameChunkPos(super=GameBlockPos(x=4, y=0, z=6), ep=GameBlockPos(x=6, y=2, z=8)))
MapBlock(pos=GameBlockPos(x=4, y=0, z=6), parent=48, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=6), parent=48, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=6), parent=48, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=6), parent=48, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=0, z=7), parent=48, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=0, z=7), parent=48, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=1, z=7), parent=48, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=1, z=7), parent=48, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=49, pos=GameChunkPos(super=GameBlockPos(x=4, y=2, z=4), ep=GameBlockPos(x=6, y=4, z=6)))
MapBlock(pos=GameBlockPos(x=4, y=2, z=4), parent=49, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=4), parent=49, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=3, z=4), parent=49, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=4), parent=49, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=2, z=5), parent=49, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=5), parent=49, material=3551937953793, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=5), parent=49, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=5), parent=49, material=3551937953793, object=3474628542465, p=0)
MapChunk(cid=50, pos=GameChunkPos(super=GameBlockPos(x=4, y=2, z=6), ep=GameBlockPos(x=6, y=4, z=8)))
MapBlock(pos=GameBlockPos(x=4, y=2, z=6), parent=50, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=6), parent=50, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=3, z=6), parent=50, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=6), parent=50, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=2, z=7), parent=50, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=2, z=7), parent=50, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=3, z=7), parent=50, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=3, z=7), parent=50, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=51, pos=GameChunkPos(super=GameBlockPos(x=6, y=0, z=4), ep=GameBlockPos(x=8, y=2, z=6)))
MapBlock(pos=GameBlockPos(x=6, y=0, z=4), parent=51, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=4), parent=51, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=4), parent=51, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=1, z=4), parent=51, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=5), parent=51, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=5), parent=51, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=5), parent=51, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=5), parent=51, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=52, pos=GameChunkPos(super=GameBlockPos(x=6, y=0, z=6), ep=GameBlockPos(x=8, y=2, z=8)))
MapBlock(pos=GameBlockPos(x=6, y=0, z=6), parent=52, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=6), parent=52, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=6), parent=52, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=1, z=6), parent=52, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=0, z=7), parent=52, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=0, z=7), parent=52, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=1, z=7), parent=52, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=1, z=7), parent=52, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=53, pos=GameChunkPos(super=GameBlockPos(x=6, y=2, z=4), ep=GameBlockPos(x=8, y=4, z=6)))
MapBlock(pos=GameBlockPos(x=6, y=2, z=4), parent=53, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=4), parent=53, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=4), parent=53, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=4), parent=53, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=2, z=5), parent=53, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=2, z=5), parent=53, material=3543348019201, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=5), parent=53, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=3, z=5), parent=53, material=3543348019201, object=3474628542465, p=0)
MapChunk(cid=54, pos=GameChunkPos(super=GameBlockPos(x=6, y=2, z=6), ep=GameBlockPos(x=8, y=4, z=8)))
MapBlock(pos=GameBlockPos(x=6, y=2, z=6), parent=54, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=2, z=6), parent=54, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=6), parent=54, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=3, z=6), parent=54, material=3607772528641, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=2, z=7), parent=54, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=2, z=7), parent=54, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=6, y=3, z=7), parent=54, material=3500398346241, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=7, y=3, z=7), parent=54, material=3500398346241, object=3474628542465, p=0)
MapChunk(cid=55, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=0), ep=GameBlockPos(x=8, y=8, z=4)))
MapChunk(cid=56, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=0), ep=GameBlockPos(x=6, y=6, z=2)))
MapBlock(pos=GameBlockPos(x=4, y=4, z=0), parent=56, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=0), parent=56, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=5, z=0), parent=56, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=0), parent=56, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=4, z=1), parent=56, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=4, z=1), parent=56, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=5, z=1), parent=56, material=3779571220481, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=1), parent=56, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=57, pos=GameChunkPos(super=GameBlockPos(x=4, y=4, z=2), ep=GameBlockPos(x=6, y=6, z=4)))
MapBlock(pos=GameBlockPos(x=4, y=4, z=2), parent=57, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=4, z=2), parent=57, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=5, z=2), parent=57, material=3783866187777, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=2), parent=57, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=4, z=3), parent=57, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=4, z=3), parent=57, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=4, y=5, z=3), parent=57, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=5, z=3), parent=57, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=58, pos=GameChunkPos(super=GameBlockPos(x=4, y=6, z=0), ep=GameBlockPos(x=6, y=8, z=2)))
MapBlock(pos=GameBlockPos(x=4, y=6, z=0), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=6, z=0), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=7, z=0), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=7, z=0), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=6, z=1), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=6, z=1), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=7, z=1), parent=58, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=7, z=1), parent=58, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=59, pos=GameChunkPos(super=GameBlockPos(x=4, y=6, z=2), ep=GameBlockPos(x=6, y=8, z=4)))
MapBlock(pos=GameBlockPos(x=4, y=6, z=2), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=6, z=2), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=7, z=2), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=7, z=2), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=6, z=3), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=5, y=6, z=3), parent=59, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=4, y=7, z=3), parent=59, material=3813930958849, object=3474628542465, p=0)
MapBlock(pos=GameBlockPos(x=5, y=7, z=3), parent=59, material=3813930958849, object=3474628542465, p=0)
MapChunk(cid=60, pos=GameChunkPos(super=GameBlockPos(x=6, y=4, z=0), ep=GameBlockPos(x=8, y=6, z=2)))
MapBlock(pos=GameBlockPos(x=6, y=4, z=0), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=4, z=0), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=5, z=0), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=5, z=0), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=4, z=1), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=4, z=1), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=5, z=1), parent=60, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=5, z=1), parent=60, material=3856880631809, object=3474628542465, p=1)
MapChunk(cid=61, pos=GameChunkPos(super=GameBlockPos(x=6, y=4, z=2), ep=GameBlockPos(x=8, y=6, z=4)))
MapBlock(pos=GameBlockPos(x=6, y=4, z=2), parent=61, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=4, z=2), parent=61, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=6, y=5, z=2), parent=61, material=3856880631809, object=3474628542465, p=1)
MapBlock(pos=GameBlockPos(x=7, y=5, z=2), parent=61, material=3856880631809, object=3474628542465, p=1)
